query_id,target_id_ranking
q_598fddcc9ffd,g_de34db7b1c7f g_0e83f250306f g_d889b7fc777b g_9053723af4c5 g_aff5d510e717 g_d648ead5c900 g_da1e5df4bc02 g_da5aa13b1968 g_018969561d96 g_0b251252e181 g_13da2f95f620 g_130a37598824 g_cfe6c79baec5 g_671004fc2775 g_7944a8a0c287 g_efaf352ea572 g_50b48a5cc083 g_db4a8dbe790b g_626dcdad119a g_97e267815836 g_6fa85c5d715e g_858dc785cf2d g_cdab0312f9ba g_bf9a2a253bcd g_87349afa09f2 g_19b453348e54 g_a6bf3a75923e g_9196ee89c94d g_fd816175409d g_f9d76f64d617 g_31e014b88352 g_e9acdf8b8ddc g_68971be96048 g_8f1a5d85202c g_1a5aac51a659 g_0543c42a8f32 g_687f1f38b2c3 g_9f1cf15a2d25 g_1307a0fd7c6b g_435a82857e20
q_5e8c66e16710,g_671004fc2775 g_018969561d96 g_7944a8a0c287 g_0b251252e181 g_fd816175409d g_858dc785cf2d g_cdab0312f9ba g_cfe6c79baec5 g_f9d76f64d617 g_d889b7fc777b g_6fa85c5d715e g_e9acdf8b8ddc g_50b48a5cc083 g_efaf352ea572 g_aff5d510e717 g_687f1f38b2c3 g_1a5aac51a659 g_a6bf3a75923e g_0e83f250306f g_d648ead5c900 g_626dcdad119a g_de34db7b1c7f g_130a37598824 g_31e014b88352 g_87349afa09f2 g_bf9a2a253bcd g_9f1cf15a2d25 g_da1e5df4bc02 g_0543c42a8f32 g_9196ee89c94d g_8f1a5d85202c g_9053723af4c5 g_19b453348e54 g_da5aa13b1968 g_97e267815836 g_13da2f95f620 g_db4a8dbe790b g_68971be96048 g_1307a0fd7c6b g_435a82857e20
q_01ff5ee4d1d5,g_19b453348e54 g_d648ead5c900 g_d889b7fc777b g_de34db7b1c7f g_9196ee89c94d g_130a37598824 g_da5aa13b1968 g_db4a8dbe790b g_626dcdad119a g_da1e5df4bc02 g_9053723af4c5 g_0b251252e181 g_1307a0fd7c6b g_aff5d510e717 g_efaf352ea572 g_018969561d96 g_87349afa09f2 g_13da2f95f620 g_50b48a5cc083 g_7944a8a0c287 g_6fa85c5d715e g_68971be96048 g_0e83f250306f g_bf9a2a253bcd g_671004fc2775 g_858dc785cf2d g_cfe6c79baec5 g_cdab0312f9ba g_31e014b88352 g_8f1a5d85202c g_435a82857e20 g_0543c42a8f32 g_f9d76f64d617 g_a6bf3a75923e g_9f1cf15a2d25 g_1a5aac51a659 g_97e267815836 g_687f1f38b2c3 g_fd816175409d g_e9acdf8b8ddc
q_2d9798cc8935,g_97e267815836 g_de34db7b1c7f g_0b251252e181 g_018969561d96 g_cfe6c79baec5 g_cdab0312f9ba g_7944a8a0c287 g_a6bf3a75923e g_f9d76f64d617 g_efaf352ea572 g_0e83f250306f g_d889b7fc777b g_aff5d510e717 g_31e014b88352 g_671004fc2775 g_e9acdf8b8ddc g_6fa85c5d715e g_50b48a5cc083 g_d648ead5c900 g_fd816175409d g_bf9a2a253bcd g_858dc785cf2d g_da1e5df4bc02 g_687f1f38b2c3 g_130a37598824 g_1a5aac51a659 g_9053723af4c5 g_626dcdad119a g_87349afa09f2 g_9196ee89c94d g_9f1cf15a2d25 g_da5aa13b1968 g_8f1a5d85202c g_13da2f95f620 g_0543c42a8f32 g_19b453348e54 g_1307a0fd7c6b g_db4a8dbe790b g_68971be96048 g_435a82857e20
q_21619478ca5f,g_0b251252e181 g_018969561d96 g_9f1cf15a2d25 g_7944a8a0c287 g_cfe6c79baec5 g_efaf352ea572 g_aff5d510e717 g_671004fc2775 g_6fa85c5d715e g_cdab0312f9ba g_f9d76f64d617 g_d889b7fc777b g_50b48a5cc083 g_de34db7b1c7f g_858dc785cf2d g_fd816175409d g_d648ead5c900 g_1a5aac51a659 g_a6bf3a75923e g_bf9a2a253bcd g_31e014b88352 g_130a37598824 g_87349afa09f2 g_e9acdf8b8ddc g_687f1f38b2c3 g_626dcdad119a g_9053723af4c5 g_0e83f250306f g_da1e5df4bc02 g_9196ee89c94d g_db4a8dbe790b g_8f1a5d85202c g_0543c42a8f32 g_da5aa13b1968 g_97e267815836 g_19b453348e54 g_1307a0fd7c6b g_13da2f95f620 g_435a82857e20 g_68971be96048
q_7eb92f0b890c,g_e9acdf8b8ddc g_018969561d96 g_cdab0312f9ba g_0b251252e181 g_7944a8a0c287 g_a6bf3a75923e g_cfe6c79baec5 g_31e014b88352 g_f9d76f64d617 g_50b48a5cc083 g_671004fc2775 g_fd816175409d g_687f1f38b2c3 g_6fa85c5d715e g_1a5aac51a659 g_bf9a2a253bcd g_858dc785cf2d g_d648ead5c900 g_efaf352ea572 g_aff5d510e717 g_de34db7b1c7f g_9f1cf15a2d25 g_d889b7fc777b g_130a37598824 g_0e83f250306f g_626dcdad119a g_8f1a5d85202c g_97e267815836 g_da1e5df4bc02 g_87349afa09f2 g_9196ee89c94d g_0543c42a8f32 g_9053723af4c5 g_13da2f95f620 g_19b453348e54 g_db4a8dbe790b g_da5aa13b1968 g_68971be96048 g_435a82857e20 g_1307a0fd7c6b
q_1400adb04ab6,g_aff5d510e717 g_efaf352ea572 g_d889b7fc777b g_de34db7b1c7f g_cfe6c79baec5 g_50b48a5cc083 g_7944a8a0c287 g_0e83f250306f g_858dc785cf2d g_0b251252e181 g_018969561d96 g_d648ead5c900 g_f9d76f64d617 g_9053723af4c5 g_da1e5df4bc02 g_671004fc2775 g_cdab0312f9ba g_bf9a2a253bcd g_1a5aac51a659 g_fd816175409d g_9f1cf15a2d25 g_da5aa13b1968 g_a6bf3a75923e g_626dcdad119a g_6fa85c5d715e g_130a37598824 g_687f1f38b2c3 g_db4a8dbe790b g_9196ee89c94d g_87349afa09f2 g_13da2f95f620 g_31e014b88352 g_19b453348e54 g_e9acdf8b8ddc g_0543c42a8f32 g_97e267815836 g_8f1a5d85202c g_1307a0fd7c6b g_68971be96048 g_435a82857e20
q_e7f3d9d64919,g_da61f5e555c7 g_9dd316566cf0 g_96aac4bf0d59 g_acb27de8207c g_4e093d64cdb0 g_d50551e660c9 g_1d2b7cf58ad5 g_53a52906d129 g_bda6653de3f8 g_3bba88a233d2 g_8f2f7885bf92 g_55dc4d2bd0d7 g_de554e44d62f g_8a220359326a g_e5f8cdece4a6 g_bb430c52d431 g_0808f459cec0 g_5b7b3b2f82ba g_c7ab1279da7c g_699eb9607c4e g_75e232a570e9 g_4ba39e73c5c0 g_2ceec8bd9741 g_ebf5af716393 g_673cead63302 g_09bed28452fd g_517fc156e469 g_e5ed37578f5e g_d85262e03c42 g_5c2076734da4 g_36bea42c9e33 g_14172b566e3e g_0a556e953785 g_d5e67a7d5157 g_6cf0094ac74a g_eeac1871fded g_dba157c43664 g_4f905a235c04 g_b641e40b4002 g_c976d1aef8c6 g_9e4dcbe2ed07 g_5c9286487ea8 g_dd27adb09b30 g_6ec8858d4a9f g_f172ad939439 g_6c43f4574331 g_fce818975dda g_70529e2d5954 g_932da5bced66 g_37f955e29627 g_05849d74cfab g_b453598aa677 g_e08691de98f8 g_c14dad25b418 g_61b2398d515d g_fcc22b630798 g_e74ee941d3fd g_3ac546908be7 g_efdc64125061 g_4318e3f69720 g_8eba772fe35c g_2fc06887012f g_3e0ada624ec1 g_d9fafc45f03b g_b12e42b8cff6 g_199f11a29c76 g_d3929af6bb55 g_e5200cb50906 g_e862932aec2d g_573cf52ce2b2 g_f52beabe75e9 g_f9800f979cd5 g_c1e8162e3878 g_8a6731e08c13 g_2aa313c0b281 g_b9d4c1433954 g_1a40ebcb441c g_74d453c9a3a7 g_8af7e2c47267 g_31b1fbb078bf g_e0ccdfbf9f00 g_5aa874fa38a6 g_5a62a4d9e8ac g_e6ed51489cef g_4e2d730cf5e4 g_d098c0c73946 g_ae1499661420 g_41ab0116bf71 g_75b446a0112e g_aa54f58e96ac g_69e4c78d493f g_82b941c5f3e6 g_ea2eb3c043ba g_0e6eb886a136 g_ee2e34a4305b g_027adec2ca24 g_25f027ae1b57 g_b1c9f787926c g_40742c58b1d2 g_a8c88c5b2eb5
q_ff11f41aef92,g_517fc156e469 g_6cf0094ac74a g_eeac1871fded g_c7ab1279da7c g_4ba39e73c5c0 g_dba157c43664 g_0808f459cec0 g_9dd316566cf0 g_09bed28452fd g_c976d1aef8c6 g_3ac546908be7 g_1d2b7cf58ad5 g_de554e44d62f g_8f2f7885bf92 g_8eba772fe35c g_bda6653de3f8 g_8a220359326a g_acb27de8207c g_55dc4d2bd0d7 g_d50551e660c9 g_2ceec8bd9741 g_5b7b3b2f82ba g_1a40ebcb441c g_699eb9607c4e g_4e093d64cdb0 g_b453598aa677 g_6ec8858d4a9f g_5c2076734da4 g_d5e67a7d5157 g_75e232a570e9 g_53a52906d129 g_bb430c52d431 g_8af7e2c47267 g_c14dad25b418 g_ebf5af716393 g_4f905a235c04 g_e5ed37578f5e g_efdc64125061 g_c1e8162e3878 g_673cead63302 g_96aac4bf0d59 g_e74ee941d3fd g_6c43f4574331 g_d85262e03c42 g_f9800f979cd5 g_b12e42b8cff6 g_932da5bced66 g_61b2398d515d g_0a556e953785 g_199f11a29c76 g_e5f8cdece4a6 g_70529e2d5954 g_3bba88a233d2 g_2aa313c0b281 g_f172ad939439 g_fcc22b630798 g_e862932aec2d g_2fc06887012f g_31b1fbb078bf g_e08691de98f8 g_dd27adb09b30 g_5c9286487ea8 g_573cf52ce2b2 g_e5200cb50906 g_5a62a4d9e8ac g_36bea42c9e33 g_b641e40b4002 g_14172b566e3e g_3e0ada624ec1 g_d3929af6bb55 g_8a6731e08c13 g_ea2eb3c043ba g_b9d4c1433954 g_9e4dcbe2ed07 g_05849d74cfab g_fce818975dda g_5aa874fa38a6 g_f52beabe75e9 g_4318e3f69720 g_37f955e29627 g_da61f5e555c7 g_d098c0c73946 g_e0ccdfbf9f00 g_e6ed51489cef g_74d453c9a3a7 g_75b446a0112e g_69e4c78d493f g_d9fafc45f03b g_4e2d730cf5e4 g_ee2e34a4305b g_b1c9f787926c g_41ab0116bf71 g_aa54f58e96ac g_0e6eb886a136 g_ae1499661420 g_82b941c5f3e6 g_25f027ae1b57 g_027adec2ca24 g_a8c88c5b2eb5 g_40742c58b1d2
q_7b7a3ffe7ca6,g_8af7e2c47267 g_bda6653de3f8 g_9dd316566cf0 g_eeac1871fded g_1d2b7cf58ad5 g_8f2f7885bf92 g_d50551e660c9 g_6cf0094ac74a g_dba157c43664 g_acb27de8207c g_8a220359326a g_55dc4d2bd0d7 g_de554e44d62f g_4ba39e73c5c0 g_0808f459cec0 g_8eba772fe35c g_09bed28452fd g_517fc156e469 g_c7ab1279da7c g_4f905a235c04 g_c976d1aef8c6 g_75e232a570e9 g_96aac4bf0d59 g_4e093d64cdb0 g_b453598aa677 g_2ceec8bd9741 g_53a52906d129 g_3ac546908be7 g_c14dad25b418 g_699eb9607c4e g_5b7b3b2f82ba g_ebf5af716393 g_e5ed37578f5e g_3bba88a233d2 g_5c2076734da4 g_efdc64125061 g_673cead63302 g_d5e67a7d5157 g_932da5bced66 g_6ec8858d4a9f g_bb430c52d431 g_e74ee941d3fd g_36bea42c9e33 g_fcc22b630798 g_0a556e953785 g_6c43f4574331 g_1a40ebcb441c g_3e0ada624ec1 g_61b2398d515d g_f172ad939439 g_d3929af6bb55 g_31b1fbb078bf g_14172b566e3e g_2fc06887012f g_e08691de98f8 g_d85262e03c42 g_70529e2d5954 g_b12e42b8cff6 g_e5f8cdece4a6 g_5a62a4d9e8ac g_199f11a29c76 g_e862932aec2d g_b641e40b4002 g_2aa313c0b281 g_c1e8162e3878 g_f9800f979cd5 g_5c9286487ea8 g_e5200cb50906 g_573cf52ce2b2 g_b9d4c1433954 g_4318e3f69720 g_da61f5e555c7 g_dd27adb09b30 g_9e4dcbe2ed07 g_8a6731e08c13 g_37f955e29627 g_5aa874fa38a6 g_05849d74cfab g_ea2eb3c043ba g_d9fafc45f03b g_fce818975dda g_f52beabe75e9 g_74d453c9a3a7 g_e0ccdfbf9f00 g_e6ed51489cef g_d098c0c73946 g_75b446a0112e g_ae1499661420 g_69e4c78d493f g_4e2d730cf5e4 g_82b941c5f3e6 g_aa54f58e96ac g_41ab0116bf71 g_ee2e34a4305b g_0e6eb886a136 g_b1c9f787926c g_25f027ae1b57 g_027adec2ca24 g_a8c88c5b2eb5 g_40742c58b1d2
q_ba72e9d20954,g_fcc22b630798 g_1d2b7cf58ad5 g_4f905a235c04 g_75e232a570e9 g_673cead63302 g_c14dad25b418 g_932da5bced66 g_3bba88a233d2 g_e5ed37578f5e g_b641e40b4002 g_5b7b3b2f82ba g_4ba39e73c5c0 g_6ec8858d4a9f g_199f11a29c76 g_5c2076734da4 g_dd27adb09b30 g_8f2f7885bf92 g_14172b566e3e g_5a62a4d9e8ac g_8a220359326a g_f172ad939439 g_e74ee941d3fd g_0a556e953785 g_2ceec8bd9741 g_d5e67a7d5157 g_09bed28452fd g_53a52906d129 g_d85262e03c42 g_c976d1aef8c6 g_36bea42c9e33 g_55dc4d2bd0d7 g_b9d4c1433954 g_ebf5af716393 g_d50551e660c9 g_e08691de98f8 g_bda6653de3f8 g_96aac4bf0d59 g_9dd316566cf0 g_3e0ada624ec1 g_dba157c43664 g_2fc06887012f g_517fc156e469 g_d3929af6bb55 g_e5f8cdece4a6 g_e862932aec2d g_ea2eb3c043ba g_05849d74cfab g_5c9286487ea8 g_acb27de8207c g_2aa313c0b281 g_de554e44d62f g_699eb9607c4e g_eeac1871fded g_4318e3f69720 g_f52beabe75e9 g_fce818975dda g_9e4dcbe2ed07 g_5aa874fa38a6 g_b12e42b8cff6 g_31b1fbb078bf g_d098c0c73946 g_37f955e29627 g_4e093d64cdb0 g_e0ccdfbf9f00 g_6cf0094ac74a g_74d453c9a3a7 g_0808f459cec0 g_1a40ebcb441c g_ae1499661420 g_8a6731e08c13 g_c7ab1279da7c g_e5200cb50906 g_3ac546908be7 g_75b446a0112e g_efdc64125061 g_e6ed51489cef g_70529e2d5954 g_6c43f4574331 g_69e4c78d493f g_c1e8162e3878 g_bb430c52d431 g_61b2398d515d g_b453598aa677 g_82b941c5f3e6 g_573cf52ce2b2 g_8eba772fe35c g_d9fafc45f03b g_ee2e34a4305b g_41ab0116bf71 g_aa54f58e96ac g_4e2d730cf5e4 g_8af7e2c47267 g_da61f5e555c7 g_0e6eb886a136 g_f9800f979cd5 g_25f027ae1b57 g_b1c9f787926c g_a8c88c5b2eb5 g_027adec2ca24 g_40742c58b1d2
q_17f4c3f1304e,g_aa54f58e96ac g_05849d74cfab g_673cead63302 g_9dd316566cf0 g_e0ccdfbf9f00 g_0e6eb886a136 g_d098c0c73946 g_a8c88c5b2eb5 g_69e4c78d493f g_25f027ae1b57 g_4e2d730cf5e4 g_ea2eb3c043ba g_dd27adb09b30 g_b9d4c1433954 g_5aa874fa38a6 g_5c9286487ea8 g_8a6731e08c13 g_0a556e953785 g_14172b566e3e g_ee2e34a4305b g_75b446a0112e g_932da5bced66 g_c14dad25b418 g_f172ad939439 g_e08691de98f8 g_f52beabe75e9 g_199f11a29c76 g_75e232a570e9 g_e5ed37578f5e g_3bba88a233d2 g_fce818975dda g_b641e40b4002 g_ae1499661420 g_37f955e29627 g_4318e3f69720 g_1d2b7cf58ad5 g_e5f8cdece4a6 g_96aac4bf0d59 g_74d453c9a3a7 g_9e4dcbe2ed07 g_41ab0116bf71 g_eeac1871fded g_8a220359326a g_53a52906d129 g_5b7b3b2f82ba g_e74ee941d3fd g_8f2f7885bf92 g_e6ed51489cef g_3e0ada624ec1 g_d50551e660c9 g_6ec8858d4a9f g_2fc06887012f g_ebf5af716393 g_5c2076734da4 g_82b941c5f3e6 g_4f905a235c04 g_d5e67a7d5157 g_c976d1aef8c6 g_acb27de8207c g_2ceec8bd9741 g_5a62a4d9e8ac g_36bea42c9e33 g_09bed28452fd g_dba157c43664 g_bda6653de3f8 g_b12e42b8cff6 g_4ba39e73c5c0 g_fcc22b630798 g_55dc4d2bd0d7 g_699eb9607c4e g_573cf52ce2b2 g_4e093d64cdb0 g_de554e44d62f g_d3929af6bb55 g_bb430c52d431 g_b453598aa677 g_2aa313c0b281 g_f9800f979cd5 g_0808f459cec0 g_d85262e03c42 g_e862932aec2d g_6cf0094ac74a g_517fc156e469 g_61b2398d515d g_c7ab1279da7c g_31b1fbb078bf g_8eba772fe35c g_1a40ebcb441c g_3ac546908be7 g_6c43f4574331 g_efdc64125061 g_d9fafc45f03b g_e5200cb50906 g_70529e2d5954 g_8af7e2c47267 g_da61f5e555c7 g_c1e8162e3878 g_027adec2ca24 g_b1c9f787926c g_40742c58b1d2
q_4cf298c4cc72,g_c1e8162e3878 g_1d2b7cf58ad5 g_acb27de8207c g_4ba39e73c5c0 g_9dd316566cf0 g_c7ab1279da7c g_0808f459cec0 g_dba157c43664 g_09bed28452fd g_4e093d64cdb0 g_6cf0094ac74a g_55dc4d2bd0d7 g_5b7b3b2f82ba g_8f2f7885bf92 g_53a52906d129 g_e74ee941d3fd g_de554e44d62f g_eeac1871fded g_e5f8cdece4a6 g_5c2076734da4 g_8a220359326a g_e5ed37578f5e g_bda6653de3f8 g_699eb9607c4e g_2ceec8bd9741 g_c976d1aef8c6 g_4f905a235c04 g_d85262e03c42 g_96aac4bf0d59 g_d50551e660c9 g_ebf5af716393 g_e862932aec2d g_6c43f4574331 g_14172b566e3e g_3bba88a233d2 g_0a556e953785 g_6ec8858d4a9f g_517fc156e469 g_932da5bced66 g_bb430c52d431 g_70529e2d5954 g_efdc64125061 g_b453598aa677 g_8eba772fe35c g_3ac546908be7 g_b12e42b8cff6 g_d5e67a7d5157 g_1a40ebcb441c g_75e232a570e9 g_673cead63302 g_fcc22b630798 g_c14dad25b418 g_61b2398d515d g_e08691de98f8 g_36bea42c9e33 g_5c9286487ea8 g_b641e40b4002 g_d3929af6bb55 g_dd27adb09b30 g_2aa313c0b281 g_31b1fbb078bf g_573cf52ce2b2 g_199f11a29c76 g_f172ad939439 g_f9800f979cd5 g_e5200cb50906 g_8af7e2c47267 g_37f955e29627 g_fce818975dda g_9e4dcbe2ed07 g_2fc06887012f g_05849d74cfab g_8a6731e08c13 g_ea2eb3c043ba g_e6ed51489cef g_b9d4c1433954 g_5a62a4d9e8ac g_3e0ada624ec1 g_74d453c9a3a7 g_f52beabe75e9 g_e0ccdfbf9f00 g_4318e3f69720 g_da61f5e555c7 g_d098c0c73946 g_aa54f58e96ac g_69e4c78d493f g_5aa874fa38a6 g_75b446a0112e g_41ab0116bf71 g_0e6eb886a136 g_4e2d730cf5e4 g_d9fafc45f03b g_ae1499661420 g_b1c9f787926c g_82b941c5f3e6 g_ee2e34a4305b g_027adec2ca24 g_25f027ae1b57 g_a8c88c5b2eb5 g_40742c58b1d2
q_d34e32fac0cc,g_d85262e03c42 g_1d2b7cf58ad5 g_5b7b3b2f82ba g_8a220359326a g_4ba39e73c5c0 g_c976d1aef8c6 g_673cead63302 g_6ec8858d4a9f g_8f2f7885bf92 g_e74ee941d3fd g_e5ed37578f5e g_dd27adb09b30 g_5c2076734da4 g_eeac1871fded g_75e232a570e9 g_9dd316566cf0 g_b12e42b8cff6 g_2aa313c0b281 g_55dc4d2bd0d7 g_c14dad25b418 g_96aac4bf0d59 g_09bed28452fd g_d5e67a7d5157 g_de554e44d62f g_e5f8cdece4a6 g_0a556e953785 g_d50551e660c9 g_8a6731e08c13 g_53a52906d129 g_f172ad939439 g_5c9286487ea8 g_c7ab1279da7c g_ebf5af716393 g_dba157c43664 g_acb27de8207c g_3bba88a233d2 g_2ceec8bd9741 g_699eb9607c4e g_e08691de98f8 g_6cf0094ac74a g_14172b566e3e g_4e093d64cdb0 g_8eba772fe35c g_4f905a235c04 g_1a40ebcb441c g_3ac546908be7 g_932da5bced66 g_b641e40b4002 g_0808f459cec0 g_573cf52ce2b2 g_37f955e29627 g_b9d4c1433954 g_199f11a29c76 g_bda6653de3f8 g_b453598aa677 g_fce818975dda g_05849d74cfab g_517fc156e469 g_fcc22b630798 g_efdc64125061 g_bb430c52d431 g_2fc06887012f g_e862932aec2d g_ea2eb3c043ba g_e0ccdfbf9f00 g_31b1fbb078bf g_6c43f4574331 g_36bea42c9e33 g_f9800f979cd5 g_9e4dcbe2ed07 g_d3929af6bb55 g_c1e8162e3878 g_f52beabe75e9 g_5a62a4d9e8ac g_e6ed51489cef g_e5200cb50906 g_d098c0c73946 g_5aa874fa38a6 g_69e4c78d493f g_61b2398d515d g_4318e3f69720 g_70529e2d5954 g_3e0ada624ec1 g_41ab0116bf71 g_74d453c9a3a7 g_ae1499661420 g_75b446a0112e g_aa54f58e96ac g_0e6eb886a136 g_4e2d730cf5e4 g_ee2e34a4305b g_82b941c5f3e6 g_8af7e2c47267 g_25f027ae1b57 g_da61f5e555c7 g_d9fafc45f03b g_b1c9f787926c g_a8c88c5b2eb5 g_027adec2ca24 g_40742c58b1d2
q_0eea0850e691,g_8a6731e08c13 g_673cead63302 g_c14dad25b418 g_dd27adb09b30 g_fce818975dda g_f172ad939439 g_8a220359326a g_1d2b7cf58ad5 g_e5ed37578f5e g_5b7b3b2f82ba g_0a556e953785 g_05849d74cfab g_b9d4c1433954 g_4ba39e73c5c0 g_96aac4bf0d59 g_c976d1aef8c6 g_d5e67a7d5157 g_14172b566e3e g_6ec8858d4a9f g_ea2eb3c043ba g_9dd316566cf0 g_199f11a29c76 g_5c9286487ea8 g_acb27de8207c g_e0ccdfbf9f00 g_55dc4d2bd0d7 g_3bba88a233d2 g_ebf5af716393 g_e5f8cdece4a6 g_8f2f7885bf92 g_75e232a570e9 g_37f955e29627 g_4318e3f69720 g_53a52906d129 g_d50551e660c9 g_d098c0c73946 g_69e4c78d493f g_dba157c43664 g_932da5bced66 g_2ceec8bd9741 g_d85262e03c42 g_5c2076734da4 g_e08691de98f8 g_b641e40b4002 g_5aa874fa38a6 g_2aa313c0b281 g_0e6eb886a136 g_eeac1871fded g_2fc06887012f g_699eb9607c4e g_573cf52ce2b2 g_de554e44d62f g_b12e42b8cff6 g_4e093d64cdb0 g_e74ee941d3fd g_6cf0094ac74a g_ee2e34a4305b g_bda6653de3f8 g_f52beabe75e9 g_09bed28452fd g_4f905a235c04 g_5a62a4d9e8ac g_fcc22b630798 g_9e4dcbe2ed07 g_4e2d730cf5e4 g_36bea42c9e33 g_0808f459cec0 g_bb430c52d431 g_c7ab1279da7c g_3e0ada624ec1 g_b453598aa677 g_aa54f58e96ac g_e6ed51489cef g_f9800f979cd5 g_ae1499661420 g_74d453c9a3a7 g_517fc156e469 g_41ab0116bf71 g_75b446a0112e g_3ac546908be7 g_d3929af6bb55 g_1a40ebcb441c g_31b1fbb078bf g_e862932aec2d g_61b2398d515d g_25f027ae1b57 g_efdc64125061 g_e5200cb50906 g_8eba772fe35c g_6c43f4574331 g_82b941c5f3e6 g_70529e2d5954 g_c1e8162e3878 g_8af7e2c47267 g_d9fafc45f03b g_a8c88c5b2eb5 g_da61f5e555c7 g_b1c9f787926c g_027adec2ca24 g_40742c58b1d2
q_b1733a9c0d5e,g_8f2f7885bf92 g_1d2b7cf58ad5 g_c976d1aef8c6 g_4ba39e73c5c0 g_8a220359326a g_9dd316566cf0 g_eeac1871fded g_dba157c43664 g_c14dad25b418 g_5b7b3b2f82ba g_673cead63302 g_d50551e660c9 g_d5e67a7d5157 g_6cf0094ac74a g_5c2076734da4 g_ebf5af716393 g_e74ee941d3fd g_699eb9607c4e g_75e232a570e9 g_2ceec8bd9741 g_53a52906d129 g_09bed28452fd g_e5ed37578f5e g_b453598aa677 g_acb27de8207c g_8eba772fe35c g_c7ab1279da7c g_d85262e03c42 g_de554e44d62f g_4e093d64cdb0 g_4f905a235c04 g_6ec8858d4a9f g_e5f8cdece4a6 g_dd27adb09b30 g_f172ad939439 g_55dc4d2bd0d7 g_5c9286487ea8 g_3ac546908be7 g_b12e42b8cff6 g_1a40ebcb441c g_96aac4bf0d59 g_0a556e953785 g_3bba88a233d2 g_932da5bced66 g_199f11a29c76 g_14172b566e3e g_0808f459cec0 g_bda6653de3f8 g_2fc06887012f g_efdc64125061 g_b641e40b4002 g_05849d74cfab g_f9800f979cd5 g_b9d4c1433954 g_573cf52ce2b2 g_8a6731e08c13 g_e08691de98f8 g_31b1fbb078bf g_6c43f4574331 g_e862932aec2d g_2aa313c0b281 g_fcc22b630798 g_517fc156e469 g_3e0ada624ec1 g_bb430c52d431 g_9e4dcbe2ed07 g_4318e3f69720 g_f52beabe75e9 g_fce818975dda g_5a62a4d9e8ac g_ea2eb3c043ba g_e5200cb50906 g_d3929af6bb55 g_5aa874fa38a6 g_36bea42c9e33 g_d098c0c73946 g_c1e8162e3878 g_61b2398d515d g_70529e2d5954 g_37f955e29627 g_e0ccdfbf9f00 g_e6ed51489cef g_69e4c78d493f g_4e2d730cf5e4 g_aa54f58e96ac g_74d453c9a3a7 g_8af7e2c47267 g_ae1499661420 g_ee2e34a4305b g_75b446a0112e g_0e6eb886a136 g_41ab0116bf71 g_82b941c5f3e6 g_d9fafc45f03b g_da61f5e555c7 g_25f027ae1b57 g_b1c9f787926c g_a8c88c5b2eb5 g_027adec2ca24 g_40742c58b1d2
q_fd0e65d5a86e,g_2ceec8bd9741 g_dba157c43664 g_8a220359326a g_c7ab1279da7c g_4ba39e73c5c0 g_1a40ebcb441c g_c976d1aef8c6 g_75e232a570e9 g_1d2b7cf58ad5 g_0a556e953785 g_673cead63302 g_c14dad25b418 g_5b7b3b2f82ba g_6ec8858d4a9f g_4f905a235c04 g_8f2f7885bf92 g_5c9286487ea8 g_ebf5af716393 g_b12e42b8cff6 g_e5ed37578f5e g_09bed28452fd g_199f11a29c76 g_b453598aa677 g_96aac4bf0d59 g_e74ee941d3fd g_55dc4d2bd0d7 g_6cf0094ac74a g_d5e67a7d5157 g_699eb9607c4e g_9dd316566cf0 g_3ac546908be7 g_5c2076734da4 g_d50551e660c9 g_d85262e03c42 g_3bba88a233d2 g_f172ad939439 g_14172b566e3e g_e5f8cdece4a6 g_932da5bced66 g_acb27de8207c g_4e093d64cdb0 g_e862932aec2d g_0808f459cec0 g_8eba772fe35c g_2aa313c0b281 g_2fc06887012f g_fcc22b630798 g_eeac1871fded g_53a52906d129 g_dd27adb09b30 g_b641e40b4002 g_8a6731e08c13 g_bda6653de3f8 g_9e4dcbe2ed07 g_573cf52ce2b2 g_de554e44d62f g_fce818975dda g_31b1fbb078bf g_e08691de98f8 g_bb430c52d431 g_d3929af6bb55 g_517fc156e469 g_b9d4c1433954 g_36bea42c9e33 g_efdc64125061 g_05849d74cfab g_e5200cb50906 g_5a62a4d9e8ac g_3e0ada624ec1 g_37f955e29627 g_ea2eb3c043ba g_f9800f979cd5 g_6c43f4574331 g_61b2398d515d g_5aa874fa38a6 g_c1e8162e3878 g_e0ccdfbf9f00 g_f52beabe75e9 g_4318e3f69720 g_70529e2d5954 g_75b446a0112e g_e6ed51489cef g_d098c0c73946 g_69e4c78d493f g_82b941c5f3e6 g_8af7e2c47267 g_4e2d730cf5e4 g_da61f5e555c7 g_ae1499661420 g_74d453c9a3a7 g_41ab0116bf71 g_aa54f58e96ac g_0e6eb886a136 g_ee2e34a4305b g_d9fafc45f03b g_25f027ae1b57 g_b1c9f787926c g_a8c88c5b2eb5 g_027adec2ca24 g_40742c58b1d2
